Department,Department Name,Property Id,Property Name,Year Ending,Address 1,City,State/Province,Postal Code,Property GFA - EPA Calculated (Buildings) (ft²),Primary Property Type - Self Selected,Year Built,Electricity Use  Generated from Onsite Renewable Systems and Used Onsite (kWh),Electricity Use - Grid Purchase (kWh),Natural Gas Use (therms),Propane Use (kBtu),Water Use (All Water Sources) (kgal),Percent of Electricity that is Green Power,Green Power - Onsite and Offsite (kWh),Site Energy Use (kBtu),ENERGY STAR Score,LEED Certified,Location
CAL FIRE,California Department of Forestry and Fire Protection,3939953,CNR-HUU Thorn FS 2014 E P,12/31/2014,13298 Briceland-Thorn Rd.,Whitethorn,California,95589,5331,Fire Station,2012,,23209.3,,0,26.9,0%,0,79190.3,,,"13298 Briceland-Thorn Rd.
Whitethorn, California 95589
(40.056892, -123.962319)"
CAL FIRE,California Department of Forestry and Fire Protection,3940153,CSR-MVU Monte Vista FS 2014 E MPP,12/31/2014,2245 Jamacha Rd,El Cajon,California,92019,,Fire Station,1899,,22028.2,,,83.5,0%,0,,,,"2245 Jamacha Rd
El Cajon, California 92019
(32.749156, -116.927264)"
CAL FIRE,California Department of Forestry and Fire Protection,3940169,CSR-RRU Norco CC 2014 E Complete State-other,12/31/2014,"3195 Western Ave. Norco, CA 92860",Norco,California,92860,,Fire Station,1899,,37536.5,,,58.6,0%,0,128074.4,,,"3195 Western Ave. Norco, CA 92860
Norco, California 92860
(33.927482, -117.576622)"
CAL FIRE,California Department of Forestry and Fire Protection,3940163,CSR-MVU San Diego FS/UH/ECC 2014 E N Complete,12/31/2014,2249 Jamacha Rd,El Cajon,California,92019,31382,Fire Station,1998,,210756.3,2990.580756,,83.5,0%,0,1018158.5,,,"2249 Jamacha Rd
El Cajon, California 92019
(32.748463, -116.927252)"
CAL FIRE,California Department of Forestry and Fire Protection,3940148,CSR-MVU Dulzura FS 2014 E MPP,12/31/2014,17304 Hwy 94,Dulzura,California,91917,,Fire Station,1986,,29608.4,,,71,0%,0,,,,"17304 Hwy 94
Dulzura, California 91917
(32.640707, -116.772154)"
CAL FIRE,California Department of Forestry and Fire Protection,3940091,CSR-BDU Yucca Valley FS 2014 E MPP,12/31/2014,7105 Airway Drive,Yucca Vallay,California,92284,,Fire Station,1962,,49393.6,,,62.6,0%,0,,,,"7105 Airway Drive
Yucca Vallay, California 92284
(34.123576, -116.409642)"
CAL FIRE,California Department of Forestry and Fire Protection,3940121,CSR-MMU Bass Lake (new station Batterson FFS ) FS 2014 E MPP Federal,12/31/2014,38333 Road 223,Oakhurst,California,93644,,Fire Station,1899,,41962,,,46.1,0%,0,,,,"38333 Road 223
Oakhurst, California 93644
(37.304071, -119.617746)"
CAL FIRE,California Department of Forestry and Fire Protection,3939948,CNR-HUU Alderpoint FS 2014 E P Complete CDF,12/31/2014,"19545 Alderpoint Rd, P.O. Box 248",Alderpoint,California,95411,,Fire Station,1967,,13090.8,,0,26.9,0%,0,44665.8,,,"19545 Alderpoint Rd, P.O. Box 248
Alderpoint, California 95411
(40.184745, -123.589687)"
CAL FIRE,California Department of Forestry and Fire Protection,3940023,CNR-NEU Foresthill FS 2014 E P Complete,12/31/2014,25150 Foresthill Road,Foresthill,California,95631,,Fire Station,1951,,11299,,23000,47.4,0%,0,61552.1,,,"25150 Foresthill Road
Foresthill, California 95631
(39.024099, -120.80625)"
CAL FIRE,California Department of Forestry and Fire Protection,3939926,CNR-BTU Butte Oroville FS 2014 E N Complete ZZ,12/31/2014,176 Nelson Ave.,Oroville,California,95965,,Fire Station,1960,,102688.2,5014.400138,,288.5,0%,0,851812.1,,,"176 Nelson Ave.
Oroville, California 95965
(39.524089, -121.569303)"
CAL FIRE,California Department of Forestry and Fire Protection,3939919,CNR-BTU Feather Falls FS - 2014 E P Complete,12/31/2014,1834 Lumpkin Rd.,Feather Falls,California,95940,,Fire Station,1996,,15005.9,,159712,30.7,0%,0,210912.3,,,"1834 Lumpkin Rd.
Feather Falls, California 95940
(39.572079, -121.315326)"
CAL FIRE,California Department of Forestry and Fire Protection,3940156,CSR-MVU Red Mountain FS 2014 E MPP,12/31/2014,3660 E Mission Rd,Fallbrook,California,92028,,Fire Station,1968,,37726.9,,,34.6,0%,0,,,,"3660 E Mission Rd
Fallbrook, California 92028
(33.39058, -117.18505)"
CAL FIRE,California Department of Forestry and Fire Protection,3940119,CSR-FKU Fresno-Kings ECC 2014 MEE No Energy meters CDF,12/31/2014,2307 N. Clovis Avenue,Fresno,California,93727,,Fire Station,1899,,,,,8.6,,,,,,"2307 N. Clovis Avenue
Fresno, California 93727
(36.772629, -119.700313)"
CAL FIRE,California Department of Forestry and Fire Protection,3940142,CSR-MVU Puerta La Cruz CC 2014 E Complete Local & Fed,12/31/2014,32363 Highway 79,Warner Springs,California,92086,,Fire Station,1959,,2944.6,,,46.1,0%,0,10047,,,"32363 Highway 79
Warner Springs, California 92086
(33.332866, -116.711825)"
CAL FIRE,California Department of Forestry and Fire Protection,3940033,CNR-SCU Pacheco FS 2014 E P Complete,12/31/2014,12280 Pacheco Pass Highway,Hollister,California,95023,,Fire Station,2011,,53845.2,,0,52.3,0%,0,183719.7,,,"12280 Pacheco Pass Highway
Hollister, California 95023
(37.012431, -121.347468)"
CAL FIRE,California Department of Forestry and Fire Protection,3940145,CSR-MVU Cuyamaca FS 2014 E Complete,12/31/2014,34520 Engineers Road,Julian,California,92036,,Fire Station,2012,,35211.5,,,46.1,0%,0,120141.6,,,"34520 Engineers Road
Julian, California 92036
(32.993704, -116.585762)"
CAL FIRE,California Department of Forestry and Fire Protection,3940035,CNR-SCU Stevens Creek FS 2014 E P Complete,12/31/2014,13326 Stevens Canyon Rd.,Cupertino,California,95014,,Fire Station,2009,,16670.9,,0,18.2,0%,0,56881.1,,,"13326 Stevens Canyon Rd.
Cupertino, California 95014
(37.289571, -122.081128)"
CAL FIRE,California Department of Forestry and Fire Protection,3940032,CNR-SCU Morgan Hill FS RS - 2014 E N Complete,12/31/2014,15670 S Monterey Street,Morgan Hill,California,95037,,Fire Station,2014,,245224.3,6843.88504,,1004.6,0%,0,1521094,,,"15670 S Monterey Street
Morgan Hill, California 95037
(37.109148, -121.637723)"
CAL FIRE,California Department of Forestry and Fire Protection,3940067,CNR-TGU Elk Creek FS - 2014 E P Complete,12/31/2014,3288 County Road 308,Elk Creek,California,95939,,Fire Station,2012,,31815.3,,17710,55.7,0%,0,126263.9,,,"3288 County Road 308
Elk Creek, California 95939
(39.594634, -122.553019)"
CAL FIRE,California Department of Forestry and Fire Protection,3940030,CNR-SCU Almaden FS - 2014 E P Complete,12/31/2014,20255 McKean Road,San Jose,California,95120,,Fire Station,1978,,21934.6,,75532,250.3,0%,0,150373,,,"20255 McKean Road
San Jose, California 95120
(37.199155, -121.821889)"
CAL FIRE,California Department of Forestry and Fire Protection,3939914,CNR-AEU Amador-El Dorado (Camino) FS/UH/ECC - 2014 E P - Complete,12/31/2014,2840 Mt. Danaher Rd.,Camino,California,95709,12551,Fire Station,1994,,280530.1,,402316.1,987.4,0%,0,1359485.1,,,"2840 Mt. Danaher Rd.
Camino, California 95709
(38.743613, -120.667315)"
CAL FIRE,California Department of Forestry and Fire Protection,3940129,CSR-MMU Raymond FS 2014 E MPP,12/31/2014,36896 Road 600,Raymond,California,93653,,Fire Station,2007,,41796.1,,,46.1,0%,0,,,,"36896 Road 600
Raymond, California 93653
(37.289852, -119.797277)"
CAL FIRE,California Department of Forestry and Fire Protection,3940014,CNR-NEU Grass Valley ECC 2014 MEE Federal no meter in ES,12/31/2014,13120 Loma Rica Drive,Grass Valley,California,95945,,Fire Station,1899,,,,,46.1,,,,,,"13120 Loma Rica Drive
Grass Valley, California 95945
(39.221609, -121.000574)"
CAL FIRE,California Department of Forestry and Fire Protection,3940172,CSR-RRU Beaumont FS 2014 E MPP,12/31/2014,1550 E. 6th Street,Beaumont,California,92223,,Fire Station,1979,,67959.6,,,83.5,0%,0,,,,"1550 E. 6th Street
Beaumont, California 92223
(33.929462, -116.949724)"
CAL FIRE,California Department of Forestry and Fire Protection,3940037,CNR-SCU Alma FS/HB - 2014 E P Complete,12/31/2014,19650 Santa Cruz Hwy.,Los Gatos,California,95030,,Fire Station,1935,,59698,,160080,396.1,0%,0,363769.7,,,"19650 Santa Cruz Hwy.
Los Gatos, California 95030
(37.18374, -121.992208)"
CAL FIRE,California Department of Forestry and Fire Protection,3940020,CNR-NEU Alta FS 2014 E MPP,12/31/2014,33333 Alta Forestry Road,Alta,California,95701,,Fire Station,1953,,19453.4,,,46.1,0%,0,,,,"33333 Alta Forestry Road
Alta, California 95701
(39.201993, -120.813317)"
CAL FIRE,California Department of Forestry and Fire Protection,3940149,CSR-MVU Flinn Springs FS 2014 E N Complete,12/31/2014,9711 Flinn Springs Road,El Cajon,California,92021,,Fire Station,1958,,26945.1,1001.242459,,43.9,0%,0,192060.9,,,"9711 Flinn Springs Road
El Cajon, California 92021
(32.856428, -116.8575)"
CAL FIRE,California Department of Forestry and Fire Protection,3940203,CSR-TCU Green Springs FS 2014 E MPP,12/31/2014,11600 La Grange Rd,Jamestown,California,95327,,Fire Station,1960,,19855.9,,,30.7,0%,0,,,,"11600 La Grange Rd
Jamestown, California 95327
(37.834741, -120.501867)"
CAL FIRE,California Department of Forestry and Fire Protection,3884481,CNR-AEU Dew Drop FS - 2014 E P Complete,12/31/2014,29300 Dew Drop Bypass,Pioneer,California,95666,3611,Fire Station,1905,,29700.3,,0,30.7,0%,0,101337.5,,,"29300 Dew Drop Bypass
Pioneer, California 95666
(38.514225, -120.483067)"
CAL FIRE,California Department of Forestry and Fire Protection,3940072,CNR-TGU Manton FS - 2014 E P Complete,12/31/2014,31200 Manton Rd,Manton,California,96059,,Fire Station,2005,,21646.9,,52633.2,47.4,0%,0,126492.5,,,"31200 Manton Rd
Manton, California 96059
(40.427437, -121.880608)"
CAL FIRE,California Department of Forestry and Fire Protection,3940193,CSR-SLU Los Robles AAB 2014 E MNG - SoCal Gas shared 6-25-2015,12/31/2014,3403 Taxiway A,Paso Robles,California,93446,,Fire Station,1899,,68496.3,,,680,0%,0,,,,"3403 Taxiway A
Paso Robles, California 93446
(35.670148, -120.63859)"
CAL FIRE,California Department of Forestry and Fire Protection,3939933,CNR-CZU Sky Londa San Mateo County FS 2014 E Complete Local Govt,12/31/2014,17290 Skyline Blvd.,Woodside,California,94062,,Fire Station,1899,,51134.7,,,0,0%,0,174471.7,,,"17290 Skyline Blvd.
Woodside, California 94062
(37.387035, -122.265294)"
CAL FIRE,California Department of Forestry and Fire Protection,3940038,CNR-SCU Santa Clara UH/ECC 2014 E N Complete,12/31/2014,15670 Monterey Street,Morgan Hill,California,95037,,Fire Station,1899,,245224.3,6843.88504,,1788.5,0%,0,1521094,,,"15670 Monterey Street
Morgan Hill, California 95037
(37.109313, -121.637988)"
CAL FIRE,California Department of Forestry and Fire Protection,3940099,CSR-BEU Carmel Hill FS 2014 E MNG,12/31/2014,4180 17 Mile Drive,Pebble Beach,California,93953,,Fire Station,1995,,42270.6,,,121,0%,0,,,,"4180 17 Mile Drive
Pebble Beach, California 93953
(36.574535, -121.915802)"
CAL FIRE,California Department of Forestry and Fire Protection,3940221,CSR-TUU Poso  CLOSED local gov,12/31/2014,45656 Old Stage Rd.,Posey,California,93260,,Fire Station,1899,,,,,30.6,,,,,,"45656 Old Stage Rd.
Posey, California 93260
(35.806438, -118.640315)"
CAL FIRE,California Department of Forestry and Fire Protection,3939955,CNR-HUU Weott FS 2014 E P Complete CDF,12/31/2014,370 Newton Road,Weott,California,95571,,Fire Station,2012,,24839.8,,89994.4,71,0%,0,174747.9,,,"370 Newton Road
Weott, California 95571
(40.32172, -123.924074)"
CAL FIRE,California Department of Forestry and Fire Protection,3940161,CSR-MVU White Star FS 2014 E MPP,12/31/2014,1684 Tierra Del Sol Rd,Boulevard,California,91905,,Fire Station,1969,,16160.2,,,46.1,0%,0,,,,"1684 Tierra Del Sol Rd
Boulevard, California 91905
(32.647352, -116.317175)"
CAL FIRE,California Department of Forestry and Fire Protection,3940116,CSR-FKU Sanger #84/HQ's UH/FS 2014 E MPP CDF,12/31/2014,210 S. Academy Ave,Sanger,California,93657,,Fire Station,1899,,181743.2,,,58.6,0%,0,,,,"210 S. Academy Ave
Sanger, California 93657
(36.732151, -119.55628)"
CAL FIRE,California Department of Forestry and Fire Protection,3939946,CNR-HUU Eel River CC 2014 E Complete CDF Partial RBO-E/PP,12/31/2014,3850 Redwood Drive,Redway,California,95542,,Fire Station,1967,,337.2,,,1131.8,0%,0,1150.4,,,"3850 Redwood Drive
Redway, California 95542
(40.138867, -123.812702)"
CAL FIRE,California Department of Forestry and Fire Protection,3940159,CSR-MVU Valley Center FS 2014 E Complete,12/31/2014,14946 Vesper Road,Valley Center,California,92082,,Fire Station,2006,,30050.9,,,58.6,0%,0,102533.8,,,"14946 Vesper Road
Valley Center, California 92082
(33.235415, -117.006556)"
CAL FIRE,California Department of Forestry and Fire Protection,3939917,CNR-BTU Butte Meadows FS - 2014 E P Complete,12/31/2014,7288 Humboldt Rd.,Butte Meadows,California,95942,,Fire Station,1899,,18974.2,,91816,30.7,0%,0,156556,,,"7288 Humboldt Rd.
Butte Meadows, California 95942
(40.07844, -121.562228)"
CAL FIRE,California Department of Forestry and Fire Protection,3940224,CSR-TUU Three Rivers (Milo) FS 2014 E MPP Hammond (New),12/31/2014,40900 Sierra Drive,Three Rivers,California,93271,,Fire Station,2004,,40391.9,,,46.1,0%,0,,,,"40900 Sierra Drive
Three Rivers, California 93271
(36.428316, -118.913465)"
CAL OES,California Office of Emergency Services,1138077,087 Office of Emergency Services Building (Rancho,12/31/2014,3650 Schriever Ave,"RANCHO CORDOVA, MATHER",California,95655,117704,Office,2001,,3221458.5,43913.00653,,2090.2,0%,0,15382918.4,,,"3650 Schriever Ave
RANCHO CORDOVA, MATHER, California 95655
(38.570766, -121.305668)"
CAL PERS,California Public Employee's Retirement System,3185508,Thomson-Diggs,12/31/2014,1800 3rd Street,Sacramento,California,95811,147685,Office,1911,,365139,1394.58366,,655,0%,0,1385312.6,100,,"1800 3rd Street
Sacramento, California 95811
(38.573617, -121.506743)"
CAL PERS,California Public Employee's Retirement System,1783571,Lincoln Plaza East-West,12/31/2014,400 Q Street,Sacramento,California,95811,603531,Office,2005,,11374223.6,73872.23802,,8881.5,0%,0,46196079.5,91,Platinum,"400 Q Street
Sacramento, California 95811
(38.574559, -121.504244)"
CAL PERS,California Public Employee's Retirement System,1354168,Lincoln Plaza North,12/31/2014,400 P Street,Sacramento,California,95811,486758,Office,1986,,8206473.9,22012.81367,,10745.5,0%,0,30201773.8,82,Gold,"400 P Street
Sacramento, California 95811
(38.575807, -121.504368)"
CAL PERS,California Public Employee's Retirement System,3185498,400 R Street,12/31/2014,400 R Street,Sacramento,California,95811,206944,Office,1995,,2741216.8,1527.061345,,2373.6,0%,0,9505738.9,88,,"400 R Street
Sacramento, California 95811
(38.573507, -121.504794)"
CAL PIA,California Prison Industry Authority,3661985,Camp 12,12/31/2014,995 Folsom Lake Crossing,Folsom,California,95630,30000,Office,2000,,,,34695.5,,,,34695.5,,,"995 Folsom Lake Crossing
Folsom, California 95630
(38.696337, -121.144077)"
CAL PIA,California Prison Industry Authority,3661732,Central Office,12/31/2014,560 East Natoma Street,Folsom,California,95630,30000,Office,1990,,,,,,,,,,,"560 East Natoma Street
Folsom, California 95630
(38.692768, -121.141953)"
CAL STRS,California State Teacher's Retirement System,1933336,100 Waterfront Place,12/31/2014,100 Waterfront Place,West Sacramento,California,95605,409000,Office,2009,,6138035.5,26259.73006,,,0%,0,23568952.7,98,Platinum,"100 Waterfront Place
West Sacramento, California 95605
(38.584056, -121.509476)"
CAL TECH,California Department of Technology,1267920,California Department of Technology Gold Camp Campus,12/31/2014,3101 Gold Camp Drive,Rancho Cordova,California,95670,154250,Office,1999,,22344537,9333.05783,,12695.7,0%,0,77172875.3,95,Gold,"3101 Gold Camp Drive
Rancho Cordova, California 95670
(38.591474, -121.273057)"
CAL TRANS ,California Department of Transportation,1387043,BREA MAINTENANCE STATION,12/31/2014,13571  W CENTRAL AVE,BREA,California,92821,5000,Other - Services,1960,,40140.6,161.0000035,,508.3,0%,0,153059.9,,,"13571 W CENTRAL AVE
BREA, California 92821
"
CAL TRANS ,California Department of Transportation,1245091,ROYAL OAKS WAREHOUSE,12/31/2014,1900 ROYAL OAKS DR BETWEEN RTE 160 AND ARDEN WAY,SACRAMENTO,California,95815,102558,Non-Refrigerated Warehouse,1900,,293204.9,9267.799353,,776.3,0%,0,1927195.3,95,,"1900 ROYAL OAKS DR BETWEEN RTE 160 AND ARDEN WAY
SACRAMENTO, California 95815
"
CAL TRANS ,California Department of Transportation,1355939,ECHO SUMMIT CONSTRUCTION LABORATORY,12/31/2014,NORTH OF HIGHWAY 50 AT ECHO SUMMIT (ED-50-66 75),Little Norway,California,95721,500,Laboratory,1900,,49392,,,0.6,0%,0,168525.5,,,"NORTH OF HIGHWAY 50 AT ECHO SUMMIT (ED-50-66 75)
Little Norway, California 95721
"
CAL TRANS ,California Department of Transportation,1355945,ORINDA CONSTRUCTION LABORATORY,12/31/2014,HIGHWAY 24 COMMUTERPARKING LOT15 Camino Pablo,ORINDA,California,94563,1200,Other,1900,,7588.8,,,,0%,0,25893.1,,,"HIGHWAY 24 COMMUTERPARKING LOT15 Camino Pablo
ORINDA, California 94563
"
CAL TRANS ,California Department of Transportation,1386526,POINT REYES MAINTENANCE STATION,12/31/2014,PM 292 ON HIGHWAY 1,POINT REYES STATION,California,94956,2908,Other,1900,,0,,,140.8,,0,0,,,"PM 292 ON HIGHWAY 1
POINT REYES STATION, California 94956
"
CAL TRANS ,California Department of Transportation,1386528,RED BLUFF MAINTENANCE STATION,12/31/2014,13700 HWY 36 EAST; PM 44.4,RED BLUFF,California,96080,7900,Other,1900,,41934.2,833.500078,,680.9,0%,0,226429.5,,,"13700 HWY 36 EAST; PM 44.4
RED BLUFF, California 96080
"
CAL TRANS ,California Department of Transportation,1386530,SHINGLETOWN SAND HOUSE,12/31/2014,2 MILES EAST OF  SHINGLETOWN ON HIGHWAY 44,Shingletown,California,96003,6120,Other,1900,,5644.8,,,,0%,0,19260.1,,,"2 MILES EAST OF SHINGLETOWN ON HIGHWAY 44
Shingletown, California 96003
"
CAL TRANS ,California Department of Transportation,1386534,TERMO SAND HOUSE,12/31/2014, 58 MILES NORTH OF  SUSANVILLE ON HIGHWAY 395,UNINCORPORATED - LAS CO,California,96130,5281,Other,1975,,3666,,,,0%,0,12508.4,,,"58 MILES NORTH OF SUSANVILLE ON HIGHWAY 395
UNINCORPORATED - LAS CO, California 96130
"
CAL TRANS ,California Department of Transportation,1386536,TRINITY CENTER MAINTENANCE STATION,12/31/2014,1/4 S OF TRINITY CENTER; HWY 3 PM 59.6,TRINITY CENTER,California,96091,11211,Other,1900,,40638,,,93.9,0%,0,138656.9,,,"1/4 S OF TRINITY CENTER; HWY 3 PM 59.6
TRINITY CENTER, California 96091
"
CAL TRANS ,California Department of Transportation,1386540,BIG SYCAMORE MAINTENANCE STATION,12/31/2014,9077 PACIFIC COAST HWY,OXNARD,California,93030,4438,Other,1900,,,,,140.8,,,,,,"9077 PACIFIC COAST HWY
OXNARD, California 93030
"
CAL TRANS ,California Department of Transportation,1386542,BOGARD SANDHOUSE,12/31/2014,HWY 44 PM 14.5,Old Station,California,96130,1500,Other,1900,,4049.1,,,,0%,0,13815.5,,,"HWY 44 PM 14.5
Old Station, California 96130
"
CAL TRANS ,California Department of Transportation,1386546,BURNEY JUNCTION SAND SALT STORAGE,12/31/2014,HWY 299 PM 80.2,Burney,California,96003,1500,Other,1900,,2686,,,,0%,0,9164.6,,,"HWY 299 PM 80.2
Burney, California 96003
"
CAL TRANS ,California Department of Transportation,1386548,CANBY SAND HOUSE,12/31/2014,"HIGHWAY 299, 15 MI  WEST OF JCT RTE 299 AND 139",CANBY,California,96015,3280,Other,1962,,783,,,,0%,0,2671.6,,,"HIGHWAY 299, 15 MI WEST OF JCT RTE 299 AND 139
CANBY, California 96015
"
CAL TRANS ,California Department of Transportation,1386554,DORRIS SANDHOUSE,12/31/2014,HWY 97 PM 49.8,UNINCORPORATED - SIS CO,California,96067,2433,Other,1900,,3306,,,,0%,0,11280.1,,,"HWY 97 PM 49.8
UNINCORPORATED - SIS CO, California 96067
"
CAL TRANS ,California Department of Transportation,1386560,ESSEX MAINTENANCE STATION,12/31/2014,OLD US HIGHWAY 66,ESSEX,California,92332,10972,Other,1900,,54359.1,,,268.1,0%,0,185473.2,,,"OLD US HIGHWAY 66
ESSEX, California 92332
"
CAL TRANS ,California Department of Transportation,1386562,LEE VINING MAINTENANCE STATION,12/31/2014,US HIGHWAY 395 MNO 395 PM 51.6,LEE VINING,California,93541,9590,Other - Services,1900,,14819,,,3,0%,0,50562.4,,,"US HIGHWAY 395 MNO 395 PM 51.6
LEE VINING, California 93541
"
CAL TRANS ,California Department of Transportation,1386564,LEE'S SUMMIT SANDHOUSE,12/31/2014,HWY 70 PM 55.2,UNINCORPORATED - PLU CO,California,96122,1500,Other,1960,,1351.8,,,,0%,0,4612.3,,,"HWY 70 PM 55.2
UNINCORPORATED - PLU CO, California 96122
"
CAL TRANS ,California Department of Transportation,1386570,ORLEANS MAINTENANCE STATION,12/31/2014,PO BOX 95,ORLEANS,California,95556,4093,Other,1900,,25459.1,,,0,0%,0,86866.6,,,"PO BOX 95
ORLEANS, California 95556
"
CAL TRANS ,California Department of Transportation,1386572,PINECREST SAND STORAGE,12/31/2014,30 MILES EAST OF  SONORA ON HWY 108,PINECREST,California,95370,2100,Other,1900,,10292.6,,,,0%,0,35118.5,,,"30 MILES EAST OF SONORA ON HWY 108
PINECREST, California 95370
"
CAL TRANS ,California Department of Transportation,1386574,RIO VISTA MAINTENANCE STATION,12/31/2014,840 STATE HIGHWAY 12,RIO VISTA,California,94571,5592,Other,1900,,39856.7,769.499945,,188,0%,0,212941.2,,,"840 STATE HIGHWAY 12
RIO VISTA, California 94571
"
CAL TRANS ,California Department of Transportation,1386580,SHANDON MAINTENANCE STATION,12/31/2014,WEST CENTRE STREET,SHANDON,California,93461,2560,Other,1900,,,,,128.2,,,,,,"WEST CENTRE STREET
SHANDON, California 93461
"
CAL TRANS ,California Department of Transportation,1386582,SONORA JUNCTION MAINTENANCE STATION,12/31/2014,17 NORTH BRIDGEPORT,BRIDGEPORT,California,93517,4500,Other,1900,,140493.7,,,117.3,0%,0,479364.5,,,"17 NORTH BRIDGEPORT
BRIDGEPORT, California 93517
"
CAL TRANS ,California Department of Transportation,1386586,TEHACHAPI SAND STORAGE,12/31/2014,"PM 905, HIGHWAY 202 AND HIGHWAY 58",TEHACHAPI,California,93561,4000,Other,1900,,3192.5,,,,0%,0,10892.8,,,"PM 905, HIGHWAY 202 AND HIGHWAY 58
TEHACHAPI, California 93561
"
CAL TRANS ,California Department of Transportation,1386590,ADIN MAINTENANCE STATION,12/31/2014,1187 HWY 299 PM 25.6,ADIN,California,96006,8608,Other,1942,,24535.8,,,129,0%,0,83716.1,,,"1187 HWY 299 PM 25.6
ADIN, California 96006
"
CAL TRANS ,California Department of Transportation,1386592,ALTURAS MAINTENANCE STATION,12/31/2014,"406 E ST. HWY 395, PM 23.1",ALTURAS,California,96101,22555,Other,1900,,84480,,,82.2,0%,0,288245.8,,,"406 E ST. HWY 395, PM 23.1
ALTURAS, California 96101
"
CAL TRANS ,California Department of Transportation,1386598,BUCKHORN SANDHOUSE,12/31/2014,"HWY 299 PM 69,64",UNINCORPORATED - TRI CO,California,96039,1877,Other,1960,,102,,,,0%,0,348,,,"HWY 299 PM 69,64
UNINCORPORATED - TRI CO, California 96039
"
CAL TRANS ,California Department of Transportation,1386600,CAMP CONNELL MAINTENANCE STATION,12/31/2014,1 MI NE OF HIGHWAY 4  FROM CAMP CONNELL,Arnold,California,95223,17549,Other,1900,,151772.8,,,123.4,0%,0,517849,,,"1 MI NE OF HIGHWAY 4 FROM CAMP CONNELL
Arnold, California 95223
"
CAL TRANS ,California Department of Transportation,1386612,FREDONYER SANDHOUSE,12/31/2014,HWY 36 PM20.4,UNINCORPORATED - LAS CO,California,96130,985,Other,1960,,2127,,,,0%,0,7257.3,,,"HWY 36 PM20.4
UNINCORPORATED - LAS CO, California 96130
"
CAL TRANS ,California Department of Transportation,1386614,GRASSHOPPER SANDHOUSE,12/31/2014,HWY 139 PM  32.2,UNINCORPORATED - LAS CO,California,96130,1235,Other,1960,,2103,,,,0%,0,7175.4,,,"HWY 139 PM 32.2
UNINCORPORATED - LAS CO, California 96130
"
CAL TRANS ,California Department of Transportation,1386620,KETTLEMAN CITY MAINTENANCE STATION,12/31/2014,15 MI NE OF I-15  ON STATE HWY 41  and  RACINE AVE.,KETTLEMAN CITY,California,93239,4700,Other,1900,,35704,972.6874198,,62.1,0%,0,219090.9,,,"15 MI NE OF I-15 ON STATE HWY 41 and RACINE AVE.
KETTLEMAN CITY, California 93239
"
CAL TRANS ,California Department of Transportation,1386624,PLATINA MAINTENANCE STATION,12/31/2014,HWY 36 PM 8.7,PLATINA,California,96076,6966,Other,1900,,21461.9,5406.216591,,82.1,0%,0,613849.7,,,"HWY 36 PM 8.7
PLATINA, California 96076
"
CAL TRANS ,California Department of Transportation,1386632,SEBASTOPOL MAINTENANCE STATION,12/31/2014,1/2 MILE EAST OF  SEBASTOPOL ON SR 12,Santa Rosa,California,95472,2400,Other,1900,,16377.2,,,58.7,0%,0,55879,,,"1/2 MILE EAST OF SEBASTOPOL ON SR 12
Santa Rosa, California 95472
"
CAL TRANS ,California Department of Transportation,1386646,BUELLTON MAINTENANCE STATION,12/31/2014,3427   JONATA PARK RD,BUELLTON,California,93427,5109,Other,1960,22332,33482.6,242.0000005,,178.4,40.01102%,22332,214639.5,,,"3427 JONATA PARK RD
BUELLTON, California 93427
"
CAL TRANS ,California Department of Transportation,1386648,CONWAY SUMMIT SAND STORAGE,12/31/2014,80 MILES N OFBISHOP ON US 395,BRIDGEPORT,California,93517,3990,Other,1900,,,,,,,,,,,"80 MILES N OFBISHOP ON US 395
BRIDGEPORT, California 93517
"
CAL TRANS ,California Department of Transportation,1386652,CUYAMA MAINTENANCE STATION,12/31/2014,6470 ROUTE 166,NEW CUYAMA,California,93254,7100,Other - Services,1900,,18536,,,23.5,0%,0,63244.9,,,"6470 ROUTE 166
NEW CUYAMA, California 93254
"
CAL TRANS ,California Department of Transportation,1386654,DEATH VALLEY MAINTENANCE STATION,12/31/2014,PARK VILLAGE ROAD AND HIGHWAY 190,DEATH VALLEY,California,92328,10906,Other,1900,,,,,18.7,,,,,,"PARK VILLAGE ROAD AND HIGHWAY 190
DEATH VALLEY, California 92328
"
CAL TRANS ,California Department of Transportation,1386660,FORT ROSS MAINTENANCE STATION,12/31/2014,21265 COASTAL HIGHWAY,JENNER,California,95450,7891,Other,1900,,69224.9,,,47,0%,0,236195.4,,,"21265 COASTAL HIGHWAY
JENNER, California 95450
"
CAL TRANS ,California Department of Transportation,1386670,MIDWAY WELLS MAINTENANCE STATION,12/31/2014,1/4 MI WEST OF EAST JCT 8/98,IMP CO,California,92227,4211,Other - Services,1900,,19429.8,,,176,0%,0,66294.5,,,"1/4 MI WEST OF EAST JCT 8/98
IMP CO, California 92227
"
CAL TRANS ,California Department of Transportation,1386680,TIP TOP SAND STORAGE,12/31/2014,1 MI NORTH OF HWY 49  ON WASS ROAD,MARIPOSA,California,95338,4000,Other,1900,,4228,,,,0%,0,14425.8,,,"1 MI NORTH OF HWY 49 ON WASS ROAD
MARIPOSA, California 95338
"
